,name,province,postalCode,categories,primaryCategories,Compound Sentiment,reviews.summary,reviews.total,popular.keywords,average.rating
2501,Red Roof Inn & Suites Oxford,AL,36203,"Bed Breakfasts,  Hotel & Motel,  Hotel",Accommodation & Food Services,0.8807,and we arrived and had an enjoyable check in and had a two night stay in room 115.The room was clean and the only complaint there is the front door to the room needed weather stripping around the door as... Checked a LOT of different places for our Alabama Trip with my brother and sisters.,1,"[('door', 2.0), ('115', 1.0), ('alabama', 1.0), ('arrived', 1.0), ('brother', 1.0)]",4.0
2502,Red Roof Inn - Richmond South,VA,23234-2240,Hotel,Accommodation & Food Services,0.42628888888888894,Room provided ultimate comfort for relaxation.  Nice cute place to stay for a while.,9,"[('clean', 4.0), ('hotel', 4.0), ('stay', 4.0), ('smoke', 3.0), ('bad', 2.0)]",3.67
2503,Red Roof Inn Allentown Airport,PA,18109,"Hotel & Motel,  Hotel",Accommodation & Food Services,0.5832083333333333,"The stay was overall comfortable pleasant...at a great convenient and affordable rate per night. Clean rooms, older exterior but considering the rate paid, a good value.",12,"[('clean', 7.0), ('stay', 6.0), ('hotel', 5.0), ('comfortable', 4.0), ('night', 4.0)]",3.17
2504,Red Roof Inn Atlanta Smyrna,GA,30080,"Hotel & Motel,  Hotel",Accommodation & Food Services,0.15610000000000002,If you're you're looking for a nice place to sleep after a long drive or if you're a local looking for some peace quiet this is the perfect place. but they fall victim to some of the clientele that somehow cannot help themselves but to have police called on them.,2,"[('nice', 2.0), ('people', 2.0), ('police', 2.0), ('20', 1.0), ('830am', 1.0)]",2.0
2505,Red Roof Inn Boardman,OH,44514,"Business Hotel,  Hotel & Motel,  Budget Hotel,  Family-friendly Hotel,  Hotel",Accommodation & Food Services,0.9407333333333333,"I especially appreciated John Wehringer's... More  I absolutely positively enjoyed my stay at this hotel, I highly recommend it.  I travel extensively with my job and I can say, without a doubt, this hotel is absolutely one of the best values I've found.",6,"[('hotel', 5.0), ('john', 5.0), ('clean', 4.0), ('friendly', 4.0), ('wehringer', 4.0)]",5.0
2506,Red Roof Inn Cleveland-medina,OH,44256,"Hotel & Motel,  Hotel",Accommodation & Food Services,-0.6250666666666667,"The room was not clean, The light did not work over the vanity and the TV did not work. Had we known the TV did not work before morning we would've asked for another room.  ",3,"[('18', 1.0), ('ash', 1.0), ('ashtrays', 1.0), ('bad', 1.0), ('broke', 1.0)]",2.33
2507,Red Roof Inn Columbus-ohio State Fairgrounds,OH,43229,"Hotel & Motel,  Electronic publishing,  Internet and online services,  Hotel Forest Park West,  Hotel",Accommodation & Food Services,0.9558,When we were on campus got the chance to see some free dance shows and just nice. Meals close by to eat and then by the OSU campus made it eve better.,1,"[('campus', 2.0), ('awesome', 1.0), ('chance', 1.0), ('close', 1.0), ('dance', 1.0)]",5.0
2508,Red Roof Inn Cookeville Tennessee Tech,TN,38501,"Motel,  Hotel & Motel,  Hotel & Motel reservations,  Budget Hotel,  Hotel",Accommodation & Food Services,0.2382,Upon arrival at the hotel the front appeared to be in good order but after that things started to break down. Had checked the website for this motel and the pictures displayed were not as the motel itself really is.,1,"[('motel', 2.0), ('adults', 1.0), ('appeared', 1.0), ('arrival', 1.0), ('booked', 1.0)]",1.0
2509,Red Roof Inn Dayton North Airport,OH,45414,"Business Hotel,  Hotel & Motel,  Extended Stay,  Weekend Getaway Hotel,  Travel Agencies,  Travel agencies and bureaus,  Budget Hotel,  Family-friendly Hotel,  Tourist Hotel,  Hotel",Accommodation & Food Services,0.14662999999999998," My stay was last minute as I did not feel like driving back to Columbus, I was welcomed at the front desk by Patty, she has been with the hotel for30 years (that says Allot about Red Roof inn as a company) it was her birthday, but she made me feel like it was mine...such a sweet welcome...offered me bottle water....",10,"[('smoke', 6.0), ('desk', 4.0), ('hotel', 4.0), ('dirty', 3.0), ('stay', 3.0)]",2.5
2510,Red Roof Inn Denver,PA,17517,"Business Hotel,  Hotel & Motel,  Budget Hotel,  Hotel,  Family-Friendly Hotel",Accommodation & Food Services,0.9287,"The desk clerk took a while to check us in, as he needed AAA card, rewards number, driver's license, credit card, plate number. The room was on the large size, with nice clean laminate floors.",1,"[('card', 2.0), ('aaa', 1.0), ('arrived', 1.0), ('check', 1.0), ('clean', 1.0)]",3.0
2511,Red Roof Inn Detroit - Southfield,MI,48034,"Hotel,  Hotel & Motel,  Motel,  General Travel",Accommodation & Food Services,0.2762666666666667,"Later that night is when we discovered that we were actually being bitten by bed bugs not only were we bit we saw them with our own eyes I lifted the pillow from under my husband and seen one tiny bug,then I started to examine my daughters bed When I first pulled in the parking lot I seen furniture sitting outside of every room on the first floor, when I asked the front desk clerk about it he said they were remodeling.",3,"[('clerk', 4.0), ('bed', 2.0), ('bugs', 2.0), ('desk', 2.0), ('night', 2.0)]",2.33
2512,Red Roof Inn Durham-duke University Medical Center,NC,27705,"Hotel & Motel,  Hotel",Accommodation & Food Services,0.5325,I was hesitant about getting a hotel here because of the rating but good thing I decided to check it out for myself. The only few thing was that the bathroom fan is loud and the actual unit only blew out cold air.,4,"[('1st', 3.0), ('hotel', 3.0), ('cool', 2.0), ('head', 2.0), ('price', 2.0)]",3.5
2513,Red Roof Inn Flint-bishop Airport,MI,48507,"Hotel & Motel,  Hotel",Accommodation & Food Services,-0.08419999999999998,"Here is a few other issues no tv ,wifi broken bathroom door, dripping water, toilet running. I was happy considering I used to live in Flint and I'm wary about the hotels there.",3,"[('bed', 4.0), ('desk', 4.0), ('hotel', 4.0), ('sheets', 4.0), ('shower', 3.0)]",2.33
2514,Red Roof Inn Fresno - Yosemite Gateway,CA,93726,"Business Hotel,  Hotel & Motel,  Budget Hotel,  Family-friendly Hotel,  Tourist Hotel,  Hotel",Accommodation & Food Services,-0.09633999999999998,"When I checked in the front desk staff was really helpful and nice they upgraded me rooms because they were out of 2 queen size beds and they let me know at check in so when I went into the room the beds were so big my kids loved it because they had a big bed and the room was... Even the house keeping staff is friendly and helpful as well as the maintenence guys, especially Tonya and Linda who both introduced themselves to me.",10,"[('dirty', 5.0), ('stay', 5.0), ('bed', 3.0), ('breakfast', 3.0), ('desk', 3.0)]",2.2
2515,"Red Roof Inn Hagerstown Williamsport,",MD,21795,"Business Hotel,  Hotel & Motel,  Hotel & Motel reservations,  Budget Hotel,  Hotel,  Family-Friendly Hotel",Accommodation & Food Services,0.24170000000000003,"The room was very clean the check in and out was great very friendly service, nice area my only bad thing to say about this hotel is that they need new matresses they were very hard like sleeping on concrete-   There was a very musty odor to the room that was only made worse when the air conditioning was turned on.",2,"[('reviews', 2.0), ('102', 1.0), ('air', 1.0), ('bad', 1.0), ('beds', 1.0)]",2.0
2516,Red Roof Inn Hampton Coliseum Convention Center,VA,23666,"Motel,  General Travel,  Hotel",Accommodation & Food Services,0.07550000000000001,"On the first, I enjoyed a king-size bed and a clean room however, on my second visit to this hotel I found that the bedspread had a visible stain on it as soon as I entered the door. Hotel staff was excellent only complaint what have to be it needs to be updated  I have visited this hotel twice now.",23,"[('hotel', 15.0), ('staff', 6.0), ('stay', 6.0), ('clean', 5.0), ('pay', 5.0)]",2.48
2517,Red Roof Inn Hardeeville,SC,29927,"Business Hotel,  Hotel & Motel,  Hotel & Motel reservations,  Budget Hotel,  Family-friendly Hotel,  Hotel",Accommodation & Food Services,0.3555125,"The room was clean and comfortable - the bed itself could have been better, but then the rates would probably been higher. The neighborhood was not the best and there were very few places to eat or pick up needed food or sundries.",8,"[('clean', 5.0), ('dirty', 5.0), ('breakfast', 4.0), ('friendly', 4.0), ('staff', 4.0)]",3.0
2518,Red Roof Inn Lafayette,IN,47905,"Business Hotel,  Bed Breakfasts,  Hotel & Motel,  Budget Hotel,  Hotel,  Family-Friendly Hotel",Accommodation & Food Services,0.8555,Was convenient that room doors are open to outside like a small apartment rather than winding through hallways inside. Waffle mix was out and desk staff didn't know how to refill.,1,"[('apartment', 1.0), ('beds', 1.0), ('breakfast', 1.0), ('clean', 1.0), ('comfy', 1.0)]",4.0
2519,Red Roof Inn Lansing East - Michigan State University,MI,48910,"Business Hotel,  Motel,  Hotel & Motel,  General Travel,  Budget Hotel,  Family-friendly Hotel,  Hotel",Accommodation & Food Services,-0.07430000000000003,A friend and I decided to stay at this hotel and though we chose for the price we were disappointed in the fact there are no fridges to put food in if we went out to dinner. We were also expecting hot water for much longer but we made what we got work.,3,"[('price', 2.0), ('arm', 1.0), ('arrival', 1.0), ('basic', 1.0), ('board', 1.0)]",2.33
2520,Red Roof Inn Phoenix North - Bell Road,AZ,85053-2012,Hotel,Accommodation & Food Services,-0.19090000000000001,"so for me who didn't have a vehicle it's kind of difficult navigate to like the store and things like that I mean, but there are few places within walking distance...  The only thing about the Red Roof inn is its in the corner and it's tucked away from everything...",2,"[('clean', 1.0), ('corner', 1.0), ('day', 1.0), ('difficult', 1.0), ('distance', 1.0)]",3.0
2521,Red Roof Inn Richmond South,VA,23234,"Hotel & Motel,  Hotel",Accommodation & Food Services,0.8607,"It was a full house so there was a lot of traffic in and out until 11 or so but the noise wasn't too bad. Located just off the highway, you'll have easy access to the hotel both on and off the interstate.",2,"[('interstate', 2.0), ('100', 1.0), ('11', 1.0), ('69', 1.0), ('95', 1.0)]",4.5
2522,Red Roof Inn Rockford,IL,61108,"Hotel,  Hotel & Motel,  Government Contractors",Accommodation & Food Services,0.5121875,"Looked for an overnight on a long journey so just wanted a clean, quiet, comfortable room at the cheapest price available and this establishment met those requirements for us. Obviously the management is quite particular about appearances as this is unusual compared to other Red Roof Inns we have seen.",8,"[('clean', 4.0), ('price', 4.0), ('experience', 3.0), ('night', 3.0), ('bathroom', 2.6581189045149562)]",3.62
2523,Red Roof Inn Salem,NH,3079,"Business Hotel,  Hotel & Motel,  Extended Stay,  Weekend Getaway Hotel,  Budget Hotel,  Family-friendly Hotel,  Tourist Hotel,  Hotel",Accommodation & Food Services,0.8745,"If you are just looking for a place to lay your head and use the money you save for shopping, this is your place!! Typically we are out shopping when visiting the area so we spend little time in the room.",1,"[('shopping', 2.0), ('affordable', 1.0), ('amenities', 1.0), ('clean', 1.0), ('head', 1.0)]",4.0
2524,Red Roof Inn Suites Danville,IL,61834,"Lodging,  Motel,  Hotel",Accommodation & Food Services,0.875,"Our standard, double room was very spacious, with room for our bags and plenty of room for all of us to move. The refrigerator (taller dorm size) and microwave in the room were great additions.",1,"[('additions', 1.0), ('bags', 1.0), ('children', 1.0), ('clean', 1.0), ('dorm', 1.0)]",5.0
2525,Red Roof Inn Suites Scottsboro,AL,35768,"Bed Breakfasts,  Hotel & Motel,  Hotel",Accommodation & Food Services,0.676725,"Boat parking was limited not because there was not enough but other patrons parked so it limited others, however the management team was great at having alternate power locations for charging... We needed an inexpensive place to stay for a High School fishing tournament at Lake Guntersville, clean, nice, place.",4,"[('limited', 4.0), ('stay', 3.0), ('alternate', 2.0), ('april', 2.0), ('boat', 2.0)]",4.0
2526,Red Roof Inn Tallahassee,FL,32303,"Business Hotel,  Hotel & Motel,  Extended Stay,  Hotel,  Weekend Getaway Hotel,  Budget Hotel,  Family-friendly Hotel,  Tourist Hotel,  Government Contractors",Accommodation & Food Services,0.034944444444444445," I lived in Tallahassee for over 10 years and on a recent trip back to visit friends and family, I had the opportunity to stay at this wonderful Hotel! The room was booked by my church's administrator and so I was really concerned LOL,but I was so pleasantly surprised.",9,"[('hotel', 4.0), ('nice', 4.0), ('bathroom', 3.0), ('check', 3.0), ('park', 3.0)]",3.22
2527,Red Roof Inn Toledo-holland,OH,43528,"Business Hotel,  Motel,  Hotel & Motel,  Budget Hotel,  Hotel,  Family-Friendly Hotel",Accommodation & Food Services,0.25,"Spent the night just fine with only slight noise from neighbors but found an adult bed bug crawling on the wall in the bathroom (see photos) that went behind the light... This place was just ok, sketchy looking clientele lingering around outside, immediately next to the highway so ask for a room on the not highway side of the building.",1,"[('highway', 2.0), ('adult', 1.0), ('bathroom', 1.0), ('bed', 1.0), ('bug', 1.0)]",2.0
2528,Red Roof Plus+ Baltimore Washington Dc/bw Parkway,MD,21076,"Hotel & Motel,  Hotel & Motel reservations,  General Travel,  Hotel",Accommodation & Food Services,0.9305,The front desk staff is so wonderful and they always go above and beyond to take care of my needs. Especially Shelley and Chrystal who are always there to help... More,1,"[('30', 1.0), ('baltimore', 1.0), ('care', 1.0), ('casino', 1.0), ('chrystal', 1.0)]",5.0
2529,Red Roof Plus+ Long Island-garden City,NY,11590,"Business Hotel,  Hotel & Motel,  Extended Stay,  Weekend Getaway Hotel,  Budget Hotel,  Family-friendly Hotel,  Tourist Hotel,  Hotel",Accommodation & Food Services,0.49956666666666666,"But, most of all the quietness and friendliness of the employees. Nice size rooms with wood floors to avoid any doggie odors.",3,"[('avoid', 1.0), ('boarding', 1.0), ('business', 1.0), ('cab', 1.0), ('called', 1.0)]",5.0
2530,Red Roof Plus+ Phoenix West,AZ,85043,"Hotel & Motel,  Hotel",Accommodation & Food Services,0.9294,"Local strip malls within walking distance - restaurants, grocery store, fast food, gas station all within walking distance. We don't serve breakfast, but we are located close to many places to grab a bite to eat.",1,"[('breakfast', 2.0), ('distance', 2.0), ('phoenix', 2.0), ('walking', 2.0), ('airport', 1.0)]",4.0
2531,"Red Roof Plus+ Washington, DC - Alexandria",VA,22303,"Hotel & Motel,  Motel,  Hotel",Accommodation & Food Services,0.7795571428571428,"The room was clean, beds made nicely, bathroom was a bit small and only 2 large towels so we had to ask house keeping for more, the on duty house keeper didn't speak very... More Check in process went very smooth, Romano was very friendly and had a lot to offer as far as getting into DC and things to do.",7,"[('clean', 4.0), ('red', 4.0), ('roof', 4.0), ('checkin', 3.0), ('dc', 3.0)]",3.86
2532,Red Roof Plus+ Wilmington - Newark,DE,19713,"Business Hotel,  Hotel & Motel,  Motel,  Budget Hotel,  Family-friendly Hotel,  Hotel",Accommodation & Food Services,-0.088925,"If it couldn't get worse, when I returned later that night, two men were sitting outside a room, in lounge chairs, music playing and a small grill on the grass. I read the booklet and I learned to enjoy these benefits, I would have to upgrade which I began to think it wouldn't be worth it.",4,"[('bed', 2.0), ('checked', 2.0), ('clean', 2.0), ('hotel', 2.0), ('late', 2.0)]",1.75
2533,Red Roof Plus+& Suites Guilford,CT,6437,"Hotel & Motel reservations,  Hotel & Motel,  Extended Stay,  Hotel",Accommodation & Food Services,0.7423,"More We were referred here after the Comfort Inn, which is apparently owned by the same family, recommended it when they were unable to renew our room there because they were sold out. We have stayed in too many Red Roof hotels to mention and this one definitely ranks as one of the best ones...",2,"[('201', 1.0), ('appointed', 1.0), ('bagels', 1.0), ('boiled', 1.0), ('breakfast', 1.0)]",4.5
2534,Red Rooster Lodge,CA,95311,"Hotel & Motel,  Hotel",Accommodation & Food Services,-0.102,The place is pretty rustic with some hunting trophies on the wall and some dust and grime here and there. However also maybe a bit creepy for the squeamish hearted.,1,"[('bit', 2.0), ('creepy', 1.0), ('dust', 1.0), ('feels', 1.0), ('getaway', 1.0)]",3.0
2535,Redwood Motel,AZ,85225,"Motel,  Hotel & Motel,  Hotel,  Lodging",Accommodation & Food Services,0.5854,"We stayed at the Redwood when we were looking for a reasonably priced motel for the SuperBowl weekend. It's older, but managment seems to be working hard to maintain a reasonble place to stay.",1,"[('motel', 2.0), ('redwood', 2.0), ('bowl', 1.0), ('clean', 1.0), ('hard', 1.0)]",4.0
2536,Reedley Inn,CA,93654,"Hotel & Motel,  Hotel",Accommodation & Food Services,0.9451,"Shower needs to be redone as floor was badly chipped and looked super bad.... One weak light, barely enough to see what you're doing.",1,"[('super', 2.0), ('bad', 1.0), ('badly', 1.0), ('barely', 1.0), ('bathroom', 1.0)]",2.0
2537,Refuge Inn,VA,23336,"Hotel & Motel,  Hotel",Accommodation & Food Services,0.9713499999999999,"All of us here at the Refuge are glad you enjoyed your time on Chincoteague, and we hope to see you again soon.   There is a bike rental next door, and they have a couple of ponies (fun not only for children :) ).Thank",4,"[('hope', 4.0), ('refuge', 4.0), ('review', 4.0), ('awesome', 3.0), ('stay', 3.0)]",5.0
2538,Regency Inn,AR,72010,"Hotel & Motel,  Hotel & Motel reservations,  Hotel",Accommodation & Food Services,0.8351500000000001,"For less than 50 (including tax) we have an enormous room and bath, clean and comfortable. Upon our check in the owner himself came to give his hand with our luggage.",2,"[('50', 1.0), ('answering', 1.0), ('arkansas', 1.0), ('bath', 1.0), ('booking', 1.0)]",4.0
2539,Regency Inn,FL,32303,"Hotel & Motel,  Hotel",Accommodation & Food Services,-0.5994,All night long guys beat on my door hookers walked up and down the halls screaming the room was not sanitary there was roachs no towels air condioner stunk like stale mold I would have rather slept in my car,1,"[('air', 1.0), ('beat', 1.0), ('car', 1.0), ('condioner', 1.0), ('door', 1.0)]",1.0
2540,Regency Inn Suites,KS,66762,"Hotel,  Motel,  Lodging,  Hotel & Motel",Accommodation & Food Services,0.9884,"Was able to get paperwork etc... done on laptop due to GREAT WiFi service here!!! Everything looks new nice big flat screen TV, big nice tub looks new!!",1,"[('nice', 4.0), ('beds', 1.0), ('camper', 1.0), ('clean', 1.0), ('comfy', 1.0)]",5.0
2541,Relax Inn,AR,72301,"Motel,  Bed and Breakfast and Inns,  Lodging,  Hotel & Motel,  Hotel & Motel reservations,  Travel & Lodging,  Hotel & Lodging,  Budget Hotel,  Hotel",Accommodation & Food Services,0.8139,Old school keys to open door but nice warm blankets heater worked good shower pressure not busy would stay again. Area is a little hard to get to and no online site just found off service road.,1,"[('blankets', 2.0), ('nice', 2.0), ('warm', 2.0), ('45', 1.0), ('bucks', 1.0)]",5.0
2542,Relax Inn,KS,67748,"Business Hotel,  Lodging,  Hotel & Motel,  Resorts,  Boutique Hotel,  Hotel,  Family-Friendly Hotel",Accommodation & Food Services,0.5187,I have a brand new Stearns and Foster and I slept just as good here as at home. No amenities but I just wanted a bed for on the way to Pagosa Springs.,1,"[('11', 1.0), ('amenities', 1.0), ('bed', 1.0), ('beds', 1.0), ('brand', 1.0)]",5.0
2543,Relax Inn,WV,25401,"Hotel & Motel,  Motel,  Lodging,  Budget Hotel,  Hotel",Accommodation & Food Services,-0.9551,I was unfortunate enough to stay here for 2 days and it was the worst hotel/motel I've ever stayed at....the room was very dirty a lot of things were broken bathroom/shower was terrible but worst was the Indian lady running the place.... she was the most rude and disrespectful person I've ever met a straight b.... check out was 1030...,1,"[('worst', 2.0), ('1030', 1.0), ('broken', 1.0), ('check', 1.0), ('days', 1.0)]",1.0
2544,Relax Inn Altoona,PA,16601,"Travel and Tourism,  Hotel & Motel,  Hotel",Accommodation & Food Services,-0.1967,"There are not many in the area and a football game at Penn State that weekend filled those up and raised the price quickly. This hotel is old, run down and lacks many amenities, but we slept there only and were gone during the days for...",1,"[('hotel', 2.0), ('amenities', 1.0), ('days', 1.0), ('filled', 1.0), ('football', 1.0)]",2.0
2545,Renaissance Atlanta Waverly Hotel & Convention Center,GA,30339,"Hotel,  Hotel & Motel,  Wedding Sites",Accommodation & Food Services,0.8815266666666667,"The first is why does the hotel charge north of 15 a day/night for valet parking when self-service parking is free and convenient Seems weird to me, but I'm sure they know what they are doing. I would recommend this hotel to others, and would probably give it another shot, as long as I was able to request a room that was in a corner and as far away from the elevators as possible.",90,"[('hotel', 218.6226328680853), ('stay', 74.0), ('nice', 71.66562695036214), ('hope', 52.0), ('staff', 47.0)]",4.11
2546,Renaissance Tulsa Hotel & Convention Center,OK,74133,"Hotel & Motel,  Hotel",Accommodation & Food Services,0.7513,"This is definitely the nicest option in town, so it was great for our occasion, but it's also affordable when looking for a staycation or just passing through Tulsa. We stayed here after our wedding and was not disappointed.",1,"[('affordable', 1.0), ('disappointed', 1.0), ('nicest', 1.0), ('occasion', 1.0), ('option', 1.0)]",5.0
2547,Renwick Clifton House,NY,12477,"Bed Breakfasts,  Hotel & Motel,  Hotel",Accommodation & Food Services,0.93125,Home/Grounds: The home sits atop a mountain overlooking the Hudson River and thus has some of the... More  Where to begin From the moment we walked in to foyer of the charming 200 year old mansion I knew we were in for something special. I was here this weekend on a girls' trip with my best friend and could not have been happier with how the weekend went.,2,"[('weekend', 2.0), ('200', 1.0), ('atop', 1.0), ('attention', 1.0), ('befitting', 1.0)]",5.0
2548,Residence Inn Allentown Bethlehem/Lehigh Valley Airport,PA,18018,"Lodging,  Corporate Lodging,  Hotel",Accommodation & Food Services,0.9132666666666666,"Rooms are clean and neat , The area has a lot of history, we were for the Christmas season, the downtown area has many tour of the historical buildings and stories.... Whether it's directions, day trip suggestions, restaurants, or extra supplies, the associates cheerfully help me.",3,"[('staff', 4.0), ('check', 3.0), ('accommodating', 2.0), ('clean', 2.0), ('stayed', 2.0)]",5.0
2549,Residence Inn Annapolis,MD,21401,"Meeting Room,  Hotel & Motel,  Hotel",Accommodation & Food Services,0.91935,"We were one of several rooms with other family members - all in the same building, nice. Plenty of choices for food nearby  Very nice hotel and convenient to downtown.",4,"[('day', 2.0), ('expect', 2.0), ('food', 2.0), ('hotel', 2.0), ('jacob', 2.0)]",4.5
2550,Residence Inn Atlanta Midtown/Peachtree at 17th,GA,30309-3123,"Hotel Midtown,  Hotel & Motel,  Hotel",Accommodation & Food Services,0.59441,"Thank you,Devin H.  Walking into the lobby of the Residence Inn, you'll immediately feel the classy and sophisticated style that this hotel has to offer. The room was perfectly spacious with exactly what I needed (kitchenette, lounging space, desk to complete some work, and large enough bathroom).",20,"[('hotel', 19.0), ('location', 14.0), ('staff', 12.0), ('night', 11.0), ('breakfast', 10.663617745109546)]",3.65
2551,Residence Inn Baltimore BWI Airport,MD,21090,"Lodging,  Hotel",Accommodation & Food Services,0.9565,The GM checked us in at check in and kept us informed of all activities and made our stay relaxing. We were at the hotel for our spring break for two nights.,1,"[('hotel', 3.0), ('stay', 2.0), ('activities', 1.0), ('break', 1.0), ('breakfast', 1.0)]",5.0
2552,Residence Inn By Marriott Denver Cherry Creek,CO,80246,"Hotel & Motel,  Hotel",Accommodation & Food Services,0.9455,"Complimentary breakfast is nice -- providing more than bagels and juice and the evening reception is also quite nice. We initially had some booking problems, but they were easily corrected by Tyler and Anthony.",1,"[('nice', 2.0), ('anthony', 1.0), ('bagels', 1.0), ('booking', 1.0), ('breakfast', 1.0)]",5.0
2553,Residence Inn By Marriott Las Vegas South,NV,89118,"Hotel & Motel,  Hotel & Motel reservations,  Hotel",Accommodation & Food Services,0.4851,"I hate the strip hotels/traffic, this is a great alternative to the strip but within minutes if you are going to the strip or any where else in Vegas and minutes from the airport and only a minute from the freeway. This was third stay at Marriott and we have been pleased with all phases of service and comfort that Marriott offers to their visitors.",4,"[('strip', 7.0), ('vegas', 5.0), ('york', 4.0), ('marriott', 3.0), ('stay', 3.0)]",4.75
2554,Residence Inn By Marriott Phoenix Nw/surprise,AZ,85374,"Hotel & Motel,  Hotel",Accommodation & Food Services,0.95895,"The staff was super friendly, helpful in every possible way, and literally bent over backwards to make our stay most memorable! They accommodated several special requests, gave us a reduced rate on some meeting rooms, and made the choice of a return...",2,"[('staff', 3.0), ('choice', 2.0), ('friendly', 2.0), ('helpful', 2.0), ('stay', 2.0)]",5.0
2555,Residence Inn By Marriott Waldorf,MD,20601,"Hotel & Motel,  Hotel & Motel reservations,  Hotel,  Lodging",Accommodation & Food Services,0.967,"One big thing for me was the dishes and cooking utinsils, they we clean and well organized. Nice location, friendly staff, good breakfast,and evening snacks.",1,"[('clean', 2.0), ('breakfastand', 1.0), ('cooking', 1.0), ('dishes', 1.0), ('evening', 1.0)]",5.0
2556,Residence Inn Camarillo,CA,93012,"Lodging,  Hotel,  Hotel & Motel",Accommodation & Food Services,0.62255,"Really nothing negative EXCEPT that their internet speed is capped at 2 Mbps DL and less than 1 Mbps UL, which is inadequate for anyone on business expecting to upload or download anything. Being a business traveler it was wasted space and added comforts that we did not have the time to enjoy.",4,"[('stay', 3.0), ('booked', 2.0), ('business', 2.0), ('exam', 2.0), ('extremely', 2.0)]",4.25
2557,Residence Inn Chicago Bloomingdale,IL,60108,"Travel & Transport,  Hotel & Motel,  Hotel",Accommodation & Food Services,0.9796,"Loved the special nights for a variety of meals and snacks 3 times a week special cudos to the evening staff for making it happen and treating me to that... great beds in 2 bedroom suite, I want to thank all of the people who made my stay super.and spectacular.",1,"[('special', 2.0), ('staff', 2.0), ('atmosphere', 1.0), ('bedroom', 1.0), ('beds', 1.0)]",5.0
2558,Residence Inn Chicago Deerfield,IL,60015,"Travel & Transport,  Hotel & Motel,  Hotel",Accommodation & Food Services,0.8313,2) The Internet SUCKKKKSSS 3) a/c unit blowing out during a storm. There is a full kitchen and the bed is amazingly comfortable.,1,"[('amazingly', 1.0), ('ants', 1.0), ('august', 1.0), ('bed', 1.0), ('blowing', 1.0)]",3.0
2559,Residence Inn Cincinnati Airport,KY,41018-1082,"Hotel & Motel,  Hotel",Accommodation & Food Services,-0.0352,It really didn't help so we went into the hall and determined it must be coming from the room across from us and into the vents. We were smelling cigarette smoke in our room and proceeded to open both windows and the door.,1,"[('called', 1.0), ('cigarette', 1.0), ('coming', 1.0), ('desk', 1.0), ('determined', 1.0)]",2.0
2560,Residence Inn Dallas Richardson,TX,75082,"Hotel,  Hotel & Motel,  Meeting Room",Accommodation & Food Services,0.9220666666666667,"Great location with all amenities nearby , this is my preferred hotel that I have stayed for a major part of my visits to the city. Lisa, Johanna, Josh, Laila, Linda, Sylvia, Sheila and Vanessa all were welcoming and helpful.",3,"[('location', 3.0), ('helpful', 2.0), ('hotel', 2.0), ('staff', 2.0), ('2016', 1.0)]",5.0
2561,Residence Inn Decatur Forsyth,IL,62535,"Travel & Transport,  Lodging,  Hotel,  Hotel & Motel",Accommodation & Food Services,0.9099,The rooms are excellent-clean and nicely decorated and furnished in a contemporary design. He even turned on the fireplace to help me thaw out while I checked in.,1,"[('arrived', 1.0), ('checked', 1.0), ('checkout', 1.0), ('cold', 1.0), ('contemporary', 1.0)]",5.0
2562,Residence Inn Fort Worth Cultural District,TX,76107,"Hotel-Apartment,  Hotel & Motel,  Lodging,  Corporate Lodging,  Hotel",Accommodation & Food Services,0.852,But the staff--particularly Erica at the front desk--was excellent and very considerate. My only big criticism is that the shower felt a little uncomfortable.,3,"[('looked', 3.0), ('hotel', 2.0), ('adjust', 1.0), ('apartment', 1.0), ('breakfast', 1.0)]",4.0
2563,Residence Inn Indianapolis Carmel,IN,46032,"Hotel & Motel,  Hotel",Accommodation & Food Services,0.9886,"We're so happy to know you had a great hotel experience, and we hope to welcome you back again! Emmausgirl, Thank you for reviewing your recent stay with us.",1,"[('bedroom', 1.0), ('beds', 1.0), ('check', 1.0), ('checked', 1.0), ('clean', 1.0)]",4.0
2564,Residence Inn Jacksonville Butler Boulevard,FL,32256,"Hotel Pool,  Hotel",Accommodation & Food Services,-0.4019,Chose this hotel because we were sharing the 2 bedroom/ 2 bath unit with elderly parents who were to fly in from DFW area. We wanted to see if we could get smaller room since it was just the two of us instead of four.,1,"[('bad', 1.0), ('bath', 1.0), ('bedroom', 1.0), ('booked', 1.0), ('called', 1.0)]",3.0
2565,Residence Inn Kansas City Olathe,KS,66062,"Hotel & Motel,  Hotel",Accommodation & Food Services,0.57684,"First let me state that the working staff (front desk, housekeeping, breakfast servers etc...) were very friendly and good at their jobs. My issue is lack of basic security provided and the lack of concern from...",5,"[('desk', 3.0), ('hotel', 3.0), ('hotels', 3.0), ('service', 3.0), ('arrived', 2.0)]",4.0
2566,Residence Inn Laredo Del Mar,TX,78041,"Motel,  Hotel",Accommodation & Food Services,0.93215,"The breakfast is included and tastes amazing.there is also a van that can drive you up to 5 miles from the hotel . The staff is very friendly, professional and always eager to assist you.",2,"[('hotel', 3.0), ('stay', 3.0), ('friendly', 2.0), ('amazing', 1.0), ('assist', 1.0)]",5.0
