,Hotel Name,Province,Postal,Category,SubCategory,Compound Sentiment,Review Summary,Total Reviews,Popular Keywords,Average Rating
1557,Savanna Inn & Suites,IL,61074,"Travel & Transport,Hotels & Motels,Hotels Motels,Hotel,Hotels,Lodging",Accommodation & Food Services,-0.296,I booked a stay at Savanna Inn Suites for a one nigh stay online with Trip Advisor that directed me to Expedia.com at which time I booked a room and got a printed conformation. I arrived at the Inn and show them my conformation letter at which time they said that they had no reservation for me.,1,"[('booked', 0.3287979746107146), ('conformation', 0.3287979746107146), ('inn', 0.3287979746107146), ('stay', 0.3287979746107146), ('time', 0.3287979746107146)]",5.0
1558,Schleichers Landing,WI,53806,"Resorts,Campground,Campgrounds,Hotels Motels,travel,Hotels & Motels,Hotel",Accommodation & Food Services,0.7808,This year we considered going back but the river has flooded the area and our campsite is still muddy and it is July 18th. When she told us that the rates couldn't be discounted we told her that we wouldn't be camping there this year.,1,"[('year', 0.41702882811414954), ('camping', 0.20851441405707477), ('owner', 0.20851441405707477), ('said', 0.20851441405707477), ('told', 0.20851441405707477)]",1.0
1559,Schooner Creek Resort,MO,65686,"Resorts,Lodging,Hotel,Hotels",Accommodation & Food Services,0.6686,"There were only 3 forks and one butter knife in the drawer, nothing sharp enough for a grilled steak so that plan was scrapped. Although the view was very nice, the efficiency room facing the cove left a lot to be desired.",1,"[('room', 0.3922322702763681), ('butter', 0.19611613513818404), ('clean', 0.19611613513818404), ('cove', 0.19611613513818404), ('desired', 0.19611613513818404)]",2.0
1560,Schweich's Hotel Bar & Restaurant,MN,55946,"Hotels,Restaurant,Hotels and motels,Hotel and motel reservations,Lodging,Restaurants,Hotel",Accommodation & Food Services,0.9359,My hubby and I first stopped here on July 28 and this is our 3rd time back since. They have just recently started to serve breakfast and it was very good.,2,"[('time', 0.46475532382969903), ('hubby', 0.4294156257259437), ('rachel', 0.37115101691939906), ('food', 0.29737712303447905), ('stopped', 0.29737712303447905)]",4.5
1561,Scottish Inn,TN,38305-4922,"Hotel,Hotels Motels,Budget Hotels,Hotels & Motels",Accommodation & Food Services,0.0,People walking through parking lot heading back to houses in back of hotel.. I walked in and it smelled of smoke with a ash tray sitting on table.,1,"[('lot', 0.3244428422615251), ('parking', 0.3244428422615251), ('smoke', 0.3244428422615251), ('absolutely', 0.16222142113076254), ('ash', 0.16222142113076254)]",1.0
1562,Scotty's Motel,MI,49862,"Motels,Hotels,Lodging,Hotels and motels,Hotels Motels,Hotel",Accommodation & Food Services,0.8847,"Of the times I've stayed here about once a year, and each year there is some improvement over the years. This motel works well to give you a nice warm place to stay overnight in the cold winter months.",2,"[('clean', 0.3848111990210403), ('expecting', 0.3848111990210403), ('motel', 0.3772603934341572), ('stayed', 0.3772603934341572), ('times', 0.3378207201323462)]",3.0
1563,Sea Captain Resort On The Bay,FL,33767,"Hotels and motels,Resorts,Hotel",Accommodation & Food Services,0.8434,"The sea captain has it all, it is the friendliest place I have ever had the good fortune to visit. Me and my family recently stayed at the Sea Captain Resort as a last minute get away.",4,"[('hotel', 0.9669848627636212), ('family', 0.5230459913517465), ('staff', 0.4973457398542146), ('place', 0.401693510681586), ('year', 0.34308445368189455)]",4.25
1564,Sea Shore Motel,CA,90405,"Motel,Motels,Hotels,Lodging,Hotel",Accommodation & Food Services,0.9991,"Great restaurants, an easy walk to the beach, Pier and 3rd Avenue shopping strip, a laundry next door, free parking and Wifi and wonderfully friendly helpful staff, we had it all.  This older style hotel is such a great place to stay to enjoy all Santa Monica has to offer.",9,"[('beach', 0.7157274329508831), ('great', 0.7034680856032576), ('clean', 0.6719354315283214), ('location', 0.6714070525446113), ('hotel', 0.6711590280291984)]",4.67
1565,Sea-Aire Motel,FL,32931,"Hotels and motels,Hotel and motel reservations,Motels,Hotel",Accommodation & Food Services,0.9837,"This motel is reasonably priced, has a great location, beautiful pavilion complete with grills/smokers and picnic tables and easy access to the beach. This hotel will never be considered luxurious, BUT the charm, staff, and grounds make up for it.",2,"[('great', 0.4352023027763563), ('rooms', 0.29710056680466507), ('staff', 0.29710056680466507), ('stay', 0.29710056680466507), ('charm', 0.22346730896573735)]",4.5
1566,Seacrest Oceanfront Hotel,CA,93449,"Hotels,Hotels and motels,Hotel and motel reservations,Resorts,Lodging,Hotel",Accommodation & Food Services,1.0,"My wife decided we should stay in Pismo Beach, and this hotel was right on the water, and was completely great. Excellent continental breakfast, excellent restaurant advice.",41,"[('great', 3.0785365203693886), ('beach', 2.916057123943255), ('hotel', 2.563294324017433), ('room', 2.3955323654914964), ('ocean', 2.0431832865095947)]",4.51
1567,Seaside Inn,SC,29451,"Hotel,General Travel,Hotels Motels,Family-friendly Hotels,Tourist Hotels,Resorts,Business Hotels,Budget Hotels,Hotel and General Travel",Accommodation & Food Services,-0.872,"We have previously stayed at the Palms Hotel with a beachfront room, but they are closed all summer for renovations, so we went a couple of buildings down to Seaside Inn expecting a smaller room but similar accommodations, so much of this critique is comparing Seaside to the Palms. More  I must not have read any of these negative reviews when I booked this room over a month ago.",2,"[('room', 0.8125464284571196), ('beachfront', 0.3402256347845092), ('palms', 0.3402256347845092), ('seaside', 0.3402256347845092), ('ago', 0.21055573391254154)]",2.0
1568,Sense Beach House,FL,33139,"Hotels,Guest House,Hotel",Accommodation & Food Services,0.9999," Bad: being told we had missed our free glass of wine as we arrived to late, how hard would it have been to just give us a glass, also being told no free breakfast included as we booked via bookings.com, when you book with bookings.com you want to feel valued not at a disadvantage. no kettle, what is it about Americans not putting a kettle for a nice cup of tea in each room, you will get liters of alcohol to buy but why not just put a 12 dollar kettle and two mugs, costs so little but means so much.",35,"[('good', 3.9511249906759844), ('bad', 3.00619123032204), ('staff', 2.394162411822917), ('location', 2.1863513086368975), ('great', 2.156180164984839)]",4.48
1569,Seven Gables Inn,MO,63105,"Hotels,Caterers,Hotels and motels,American restaurants,Hotels Motels,Hotels & Motels,Hotel,Restaurants",Accommodation & Food Services,0.9936,Stacey the gm went above and beyond made recommendations for restaurants and even reservations! The Soldan's committee couldn't found a better place to have our reunion.,4,"[('place', 0.4659816818412278), ('stay', 0.4100137745369281), ('atmosphere', 0.39142043785521097), ('222', 0.3779644730092272), ('ac', 0.3779644730092272)]",4.75
1570,Shamrock Country Inn,TX,79079,"Hotels and motels,Hotels Motels,Hotels & Motels,Hotel",Accommodation & Food Services,0.8783,"For this class of motel, it is well worth a 5 star rating... better than a lot of motels that cost twice a much or more. Older dated cheap motel: that was clean, with one of the two best beds in a 2 week trip !",1,"[('dated', 0.3713906763541037), ('motel', 0.3713906763541037), ('bathroom', 0.18569533817705186), ('beds', 0.18569533817705186), ('best', 0.18569533817705186)]",5.0
1571,Shawnee Motel,PA,15559,"Hotels,Lodging,Motels,Hotel",Accommodation & Food Services,0.6114,"Nice little motel close to Jean Bonnet, and 1/2 the price of other hotels in the area. Had a weekend visit at a church in the area - and had a very nice stay at this motel.",3,"[('nice', 0.812113671269096), ('stay', 0.45912125226570044), ('60', 0.36559206237934694), ('hot', 0.36559206237934694), ('said', 0.36559206237934694)]",4.0
1572,Sheraton Kansas City Hotel at Crown Center,MO,64108,"Hotel,Hotels",Accommodation & Food Services,0.9999,"The only negative I have is that the hotel shuttle was not available, although when I called earlier in the week to make sure it was, I was assured that it would be available and that I didn't need a reservation. We got some really wonderful pictures; my favorite was when the kids were reaching for the chandelier and it looked like they were reaching for falling stars.",45,"[('hotel', 4.003137661924797), ('nice', 2.972134798602461), ('great', 2.733236335694104), ('stay', 2.617303139106015), ('room', 2.1666501082266225)]",4.04
1573,Sheraton Portland Airport Hotel,OR,97220,"Hotel,Hotels Motels",Accommodation & Food Services,0.9869,"Went to the hotel bar for a drink and some apps - Sauvignon Blanc didn't taste like sauvignon blanc, cheese platter had more meats than cheese, meatballs were rubbery, waitress was very nice. Switzerland  Bad: Booked through booking.com and my reservation wasn't sent to the Sheridan, so when I got there, they had no record of my stay.",9,"[('bad', 1.0505887274114012), ('good', 0.9971828419240587), ('airport', 0.871090656886094), ('room', 0.7875757397273305), ('bed', 0.6500872357388452)]",3.94
1574,Shilo Inn Suites - Coeur d'Alene,ID,83814-9338,"Hotel,Hotel, Motel, and Building,Hotels,Lodging,Resorts",Accommodation & Food Services,0.9697,Rolled in 11:30 laid out heads down woke up to continental breakfast and rolled out at daybreak. It is under construction but heat they have done so far is beautiful.,1,"[('nice', 0.3849001794597505), ('rolled', 0.3849001794597505), ('11', 0.19245008972987526), ('30', 0.19245008972987526), ('area', 0.19245008972987526)]",4.0
1575,Shore Hotel,CA,90401,"Resort,Hotels,Hotels Motels,Family-Friendly Hotels,Tourist Hotels,Weekend Getaway Hotels,Luxury Hotels,Business Hotels,Beach Hotels,Budget Hotels,Hotels and motels,Hotel and motel reservations,Hotel",Accommodation & Food Services,0.9999,"The rooms were small but nice, the pool was fun for the kids and we were able to walk to the Pier and several restaurants. Traveling with 2 young children can be challenging but we felt welcome and comfortable at this hotel.",32,"[('hotel', 2.6890287451501385), ('room', 2.362024334511085), ('great', 2.3435008883791353), ('location', 1.6523573019026345), ('right', 1.6355921116738106)]",4.06
1576,Siena Suites,NV,89122,"Corporate Lodging,Hotels,Lodging,Motels,Hotels and motels,Hotel",Accommodation & Food Services,0.9645,"Map quest did put us at the back of the hotel though, and it was kind of confusing to get up to the front office. The room was not bad, but the couch was so worn we practically sat on the floor.",5,"[('fine', 1.0), ('room', 0.9351941546151976), ('hotel', 0.5511102366958197), ('cleanless', 0.5233582502695435), ('happy', 0.5233582502695435)]",3.8
1577,Siesta Motel,CT,6111,"Motels,Hotels,Hotels-Apartment,Lodging,Hotel and motel mgmt.,Hotels and motels,Hotels Motels,Hotel",Accommodation & Food Services,0.7073,and we got the room for 230 a week the only thing i can say is that noon it's very loud here but over all the stay has been ok ..... Well we have been here for a week it's ok not that bad,1,"[('ok', 0.48507125007266594), ('week', 0.48507125007266594), ('230', 0.24253562503633297), ('bad', 0.24253562503633297), ('got', 0.24253562503633297)]",3.0
1578,Silver Cloud Inn - Seattle Lake Union,WA,98109-4433,"Budget Hotels,Tourist Hotels,Hotels Motels,Family-friendly Hotels,Hotel,Business Hotels",Accommodation & Food Services,0.9874,"More  We recently stayed at the Silver Cloud Inn to go to the Maroon 5 concert and were very pleasantly surprised. We had difficulty with a flat screen in the bedroom and as we were stepping out for a few hours on Sunday,...",2,"[('good', 0.3998003425439853), ('helpful', 0.29050985426580633), ('hours', 0.29050985426580633), ('staff', 0.29050985426580633), ('stayed', 0.29050985426580633)]",3.0
1579,Silver Sands Beach Resort,FL,33149,"Hotels,Resort,Resorts,Hotel Bar,Lodging,Hotels Motels,Cottages Cabins,Motels,Hotel",Accommodation & Food Services,0.8339,Landscaping was nice in the garden area and the pool was fairly nice but showed its age. The plus side is that you are literally steps away from the beach.,1,"[('nice', 0.3713906763541037), ('50', 0.18569533817705186), ('age', 0.18569533817705186), ('area', 0.18569533817705186), ('away', 0.18569533817705186)]",2.0
1580,Silver Sands Oceanfront Motel,OR,97136-9596,"Hotel,Hotels,Lodging,Motels",Accommodation & Food Services,0.9867,"While this place is definitely far above average, there are just a couple of things that need mentioning. Comfortable, clean and incredibly gorgeous view of the beach, water, sun.",2,"[('town', 0.4897756380518227), ('hotel', 0.41263788335250295), ('easy', 0.32651709203454854), ('small', 0.32651709203454854), ('clean', 0.2643988417304867)]",4.0
1581,Silverstone Inn & Suites,ID,83854,"Hotels and motels,Hotels,Hotel",Accommodation & Food Services,0.9997,"It is nicely kept with a very open and modern looking lobby that includes a common area TV and dinning facility. Breakfast, though basic was good and satisfying with the bonus of a waffle maker (Which I always like).",10,"[('wonderful', 1.2727268783086991), ('great', 1.1423501533568585), ('stay', 1.060765123764095), ('really', 1.0112762809706708), ('room', 0.8258602482374922)]",4.0
1582,Simmons Suites,AR,72712,"Hotels,Hotels and motels,Hotel Bar,Motels,Hotel",Accommodation & Food Services,0.9053,But I just ignored the kitchen area and the hotel was better than fine. The last thing I want to do on a vacation is cook or do dishes.,1,"[('amenities', 0.19245008972987526), ('area', 0.19245008972987526), ('bed', 0.19245008972987526), ('better', 0.19245008972987526), ('big', 0.19245008972987526)]",5.0
1583,Six South St Hotel,NH,3755,"Hotel,Hotels and motels,Hotels Motels,Hotels & Motels",Accommodation & Food Services,0.9585,"True, you do not look out your window onto the Dartmouth Green, but you can walk to it in two blocks. The South Street Hotel costs about one-half of the rate at the Hanover Inn.",2,"[('room', 0.42285572341908084), ('clean', 0.38116873287492387), ('hotel', 0.2872533770228766), ('air', 0.21314023215443062), ('blocks', 0.21314023215443062)]",4.5
1584,Sleep Inn,KY,40509,"Hotels,Lodging,Motels,Corporate Lodging,Hotels Motels,Hotel,Hotels & Motels,Hotels And Motels",Accommodation & Food Services,0.5859,We arrived in our very small room to towels that someone with a bad cold blew their nose in. Maybe they laughed because they had to come back in from smoking to help.,1,"[('laughed', 0.4), ('arrived', 0.2), ('bad', 0.2), ('bathrooms', 0.2), ('blew', 0.2)]",1.0
1585,Sleep Inn,NC,28312,"Hotels,Budget Hotels,Corporate Lodging,Tourist Hotels,Lodging,Hotels Motels,Motels,Family-friendly Hotels,Hotels & Motels,Hotel,Business Hotels",Accommodation & Food Services,0.9584,"The rooms were clean, very nice carpeting and comfortable beds....we had an adjoining room with my daughter who had a dog with her. Good Hotel, spent two nights at this hotel in Fayetteville nc.",2,"[('nice', 0.6525711497345357), ('room', 0.4051832211502395), ('rooms', 0.3956233288213445), ('hotel', 0.3881325570133418), ('check', 0.34769510179238255)]",4.5
1586,Sleep Inn,SC,29118,"Hotels,Lodging,Corporate Lodging,Motels,Hotels Motels,Hotels & Motels,Hotel",Accommodation & Food Services,0.6844,"It's really close to the interstate, they have a pool, there's ample parking and eateries close by (you could walk) to get a quick bite to eat. They offer breakfast in the lobby from 6am-9am, however, I was not able to take advantage.",3,"[('room', 0.6776904828526911), ('close', 0.36677065058571795), ('offer', 0.36677065058571795), ('bed', 0.35830558692108977), ('bug', 0.35830558692108977)]",2.0
1587,Sleep Inn,SC,29341,"Hotels,Lodging,Corporate Lodging,Motels,Hotels Motels,Hotels & Motels,Hotel",Accommodation & Food Services,0.636,"The breakfast had... More  Traveling 6 weeks post op from having ankle fusion...totally non-weight bearing on affected foot for minimum of 10 weeks. The important things, like air conditioner, tv package, internet, etc...were all sufficient.",2,"[('package', 0.3244428422615251), ('room', 0.3244428422615251), ('small', 0.3244428422615251), ('tv', 0.3244428422615251), ('door', 0.3202563076101742)]",4.5
1588,Sleep Inn,TN,37862,"Hotels,Lodging,Corporate Lodging,Motels,Hotel,Hotels Motels,Family-friendly Hotels,Tourist Hotels,Business Hotels,Budget Hotels",Accommodation & Food Services,0.9784,"Never had any other problems here, the staff have always been nice and the...MoreDear Kathy M Thank you for your comments and your repeat business as both are greatly appreciated. Providing clean rooms and great service is our top priority and we are delighted to know you received...More",1,"[('3rd', 0.17407765595569785), ('appreciated', 0.17407765595569785), ('asap', 0.17407765595569785), ('business', 0.17407765595569785), ('clean', 0.17407765595569785)]",5.0
1589,Sleep Inn,WV,25302,"Hotels,Lodging,Corporate Lodging,Motels,Hotels Motels,Hotel",Accommodation & Food Services,0.9995,"The breakfast area was nice and well decorated, there was good selction of hot food. The staff was super friendly and helpful and the breakfast was more than adequate.",6,"[('clean', 0.8264837007891748), ('nice', 0.7961697973541371), ('good', 0.7693142454211047), ('hotel', 0.7124936720864299), ('shower', 0.658072058749251)]",4.33
1590,Sleep Inn,WV,26651,"Hotels,Lodging,Corporate Lodging,Motels,Hotels Motels,Hotels & Motels,Hotel",Accommodation & Food Services,0.6412,About the only Hiccups were a malfunctioning fire alarm that was silenced after a few seconds and some inconsiderate guest slamming their door. Breakfast is provided in the morning and the area is kept well maintained by staff.,1,"[('room', 0.3651483716701107), ('staff', 0.3651483716701107), ('alarm', 0.18257418583505536), ('area', 0.18257418583505536), ('blame', 0.18257418583505536)]",5.0
1591,Sleep Inn & Suites Central/I-44,OK,74145,"Hotel,Hotels,Lodging,Motels,Corporate Lodging",Accommodation & Food Services,0.9606,The pool area although small was just the right temperture and a really clean area. I really enjoyed my stay the bed was comfortable and All the staff was courteous.,1,"[('area', 0.3779644730092272), ('comfortable', 0.3779644730092272), ('really', 0.3779644730092272), ('stay', 0.3779644730092272), ('bed', 0.1889822365046136)]",4.0
1592,Sleep Inn & Suites Van Buren,AR,72956,"Hotel,Hotels",Accommodation & Food Services,0.8316,"I travel a lot (mostly pleasure, some business) and stay at a wide range of hotels and resorts. We stayed at the Sleep Inn in Van Buren over Thanksgiving while in town visiting family.",1,"[('stay', 0.3651483716701107), ('appropriate', 0.18257418583505536), ('booked', 0.18257418583505536), ('buren', 0.18257418583505536), ('business', 0.18257418583505536)]",4.0
1593,Sleep Inn And Suites Danville,IL,61834,"Hotel,Hotels,Lodging,Motels,Corporate Lodging",Accommodation & Food Services,0.9536,"Staff was friendly, rooms were clean, and the pool was a hit with my son! We would definitely stay here again.",1,"[('stay', 0.4472135954999579), ('breakfast', 0.22360679774997896), ('clean', 0.22360679774997896), ('definitely', 0.22360679774997896), ('enjoyed', 0.22360679774997896)]",5.0
1594,Sleep Inn Suites,ID,83402,"Hotels,Lodging,Motels,Corporate Lodging,Hotels and motels,Hotel",Accommodation & Food Services,0.9887,They had some sort of free soup and salad bar at night and breakfast in the morning. Check in was smooth and front desk staff was very friendly and helpful.,2,"[('nice', 0.43617647917805014), ('supper', 0.43617647917805014), ('room', 0.42152282539817754), ('breakfast', 0.2883472020334765), ('good', 0.2883472020334765)]",5.0
1595,Sleep Inn Suites,VA,24084,"Hotels,Lodging,Motels,Corporate Lodging,Hotels Motels,Hotel",Accommodation & Food Services,0.8673,Our room was clean and spacious but the walls were very thin as I could hear a conversation going on in the next room very clearly. When we checked in there was some kind of party going on and it was... More,1,"[('going', 0.4082482904638631), ('room', 0.4082482904638631), ('checked', 0.20412414523193154), ('clean', 0.20412414523193154), ('clearly', 0.20412414523193154)]",4.0
1596,Sleep Inn Suites,WY,82633,"Hotels,Lodging,Corporate Lodging,Motels,Hotels & Motels,Hotel",Accommodation & Food Services,0.9667,The staff of the Sleep Inn Suites is excellent - they will go above and beyond to accommodate your needs. I would feel very comfortable recommending this location.,1,"[('accommodate', 0.22941573387056174), ('comfortable', 0.22941573387056174), ('courteous', 0.22941573387056174), ('especially', 0.22941573387056174), ('excellent', 0.22941573387056174)]",5.0
1597,Sleep Inn Suites Harbour Pointe,VA,23112,"Hotels,Lodging,Motels,Corporate Lodging,Hotel,Hotels Motels,Family-friendly Hotels,Tourist Hotels,Budget Hotels,Business Hotels",Accommodation & Food Services,0.9899,Employee that answered the phone and later checked us in was extremely helpful and welcoming and processed the Choice Hotels gift card without an issue. We made a reservation close to some family friends in Midlothian at this Sleep Inn.,2,"[('family', 0.4081421198072121), ('card', 0.34808945571260885), ('gift', 0.34808945571260885), ('helpful', 0.2690324971986503), ('room', 0.2690324971986503)]",4.5
1598,Sleep Inn Suites Tyler South,TX,75703,"Hotels,Hotels and motels,Corporate Lodging,Lodging,Motels,Hotel",Accommodation & Food Services,0.9914,"hot showers, TV a little small, location was nice the breakfast was nice the room needed more usb chargers the AC was ice cold loved it, I would stay there again. More parking spaces are needed for this location  Very accommodating.",3,"[('room', 0.5609370943311376), ('nice', 0.5185502221342884), ('possible', 0.3918647214204664), ('family', 0.3481977042693685), ('location', 0.3457001480895256)]",4.67
1599,Sleep inn,SC,29483,"Hotels,Corporate Lodging,Lodging,Hotels Motels,Motels,Hotel",Accommodation & Food Services,0.3612,"When my card did not work at the card reader to enter the rear of the hotel, the handyman, at first seemed to show me with my card that 'this... On checking in we felt like staff was condescending and preoccupied with something other than us on their minds.",1,"[('card', 0.5883484054145521), ('hotel', 0.3922322702763681), ('checking', 0.19611613513818404), ('condescending', 0.19611613513818404), ('enter', 0.19611613513818404)]",3.0
1600,Snowshoe Motel,CO,80443,"Hotels,Lodging,Motels,Hotel",Accommodation & Food Services,0.9913,"The room was spacious enough, beds were okay, and it had a refrigerator, microwave and coffeemaker, and a complimentary breakfast. That said, the hotel is older --as in, you get an actual key to your room.",2,"[('room', 0.5343636240824502), ('best', 0.3562424160549668), ('clean', 0.3562424160549668), ('frisco', 0.3562424160549668), ('middle', 0.3562424160549668)]",3.5
1601,Solstice Motorcoach Resort,NV,89034,"Resorts,Hotels,Hotel",Accommodation & Food Services,0.8265,"The manager Carman was very nice and Dave was very helpful and got us situated. Close to town, no pool and because it is on a bluff it is extremely windy",1,"[('bluff', 0.22360679774997896), ('carman', 0.22360679774997896), ('close', 0.22360679774997896), ('correctly', 0.22360679774997896), ('dave', 0.22360679774997896)]",3.0
1602,Solvang Inn Cottages,CA,93463,"Hotels and motels,Hotel and motel reservations,Hotels Motels,Hotels & Motels,Hotel,Rental Services",Accommodation & Food Services,0.8896,"But as I could see it's right in the center of Solvang--on the main drag in fact--I figured why not Since the town of Solvang is easily accessible by walking, most lodging is convenient.",2,"[('ve', 0.3884685818611245), ('older', 0.3745932926815689), ('solvang', 0.27146240420362266), ('bed', 0.19423429093056224), ('better', 0.19423429093056224)]",3.5
1603,Sonesta ES Suites Columbia Baltimore,MD,21045,"Hotels,Hotel,Hotel and Motel Consultants,Lodging",Accommodation & Food Services,0.9998,"We were pleasantly surprised to find out that in addition to the warm breakfast, the Staybridge offered a light dinner Tues. It was extremely affordable for a 2 night weekend stay and surpassed our expectations.",29,"[('room', 2.487335217734974), ('hotel', 2.109162558946001), ('nice', 2.053156564220115), ('stay', 1.9891784977755411), ('clean', 1.9345935304957056)]",4.41
1604,Sonesta ES Suites Flagstaff,AZ,86004,"Hotels,Apartments,Hotels and motels,Hotel",Accommodation & Food Services,0.9991,The hotel is situated in a central location with good access to Route 66 and The Grand Canyon We loved it  Always a great experience very nice employees make you feel at home or better love this place.. great atmosphere the social hour is great way to meet people from all over the world when in Flagstaff Arizona,8,"[('enjoyed', 0.8396737932615284), ('greatly', 0.7664298449085388), ('hotel', 0.7008154703511948), ('great', 0.5891674968120837), ('place', 0.45353936876547707)]",4.38
1605,Sonesta Es Suites Charlotte,NC,28273,"Hotels and motels,Hotels,Lodging,Motels,Hotel",Accommodation & Food Services,0.9868,"awesome place, we were gladly surprise, staff was nice and friendly, the room was perfect, super comfy bed, and everything was clean, we loved our stayed and will recommended 100. plus you have a kitchen, wonderful!",1,"[('100', 0.22360679774997896), ('awesome', 0.22360679774997896), ('bed', 0.22360679774997896), ('clean', 0.22360679774997896), ('comfy', 0.22360679774997896)]",5.0
1606,Soniat House,LA,70116-2593,"Hotels,Hotel",Accommodation & Food Services,0.9992,"Our room was beautiful and very comfortable but as this is an old building, it is not very soundproof and other guests talking in the courtyard and entryway and wheeling their luggage around disturbed us early each morning - at 4am during the first night. No meals are served apart from breakfast and I absolutley rate it as a five star experience, my first taste of American biscuits was fab, they have to be the best biscuits, fresh orange juice, great coffee (apologies I'm drooling just thinking about it).",2,"[('coffee', 0.29868925631043486), ('biscuits', 0.2724262954999209), ('breakfast', 0.2724262954999209), ('new', 0.26097657312336114), ('orleans', 0.26097657312336114)]",4.5
1607,Sonoran Suites of San Diego,CA,92081-7563,"Hotel,Hotels",Accommodation & Food Services,0.9969,It's actually condo setup that requires lock box code from office. Kids really enjoyed the grounds and clubhouse was nice touch.,3,"[('nice', 0.6553821539556439), ('certainly', 0.39899730211117235), ('clean', 0.39899730211117235), ('kids', 0.39899730211117235), ('property', 0.39899730211117235)]",5.0
1608,Sound Board,MI,48201,"Nightclub,Concert Hall,Casino,Hotels,Hotel,Diner",Accommodation & Food Services,0.9975,"If you are a non-smoker, be careful of you go to the casino, most people smoke and the smoke is overwhelming....but the... More  Stayed here in Feb 2015 visiting family We came for one night to go to a Lions game, the staff were great and very friendly, the rooms were spacious, renovated and amazing.",8,"[('room', 1.0532836857332544), ('rooms', 0.7034963159665587), ('casino', 0.598787982755699), ('check', 0.5740997489169211), ('big', 0.5589787041101448)]",4.62
1609,South Congress Hotel,TX,78704,"Hotels and motels,Hotel and motel reservations,Hotels Motels,Hotel,Hotels",Accommodation & Food Services,0.9736,"Two downsides, the shuttle never seemed to be running and there is no coffee maker in the room.   The restaurants and bars are great, and there are several cute boutiques as well.",2,"[('ambiance', 0.5), ('good', 0.5), ('perfect', 0.5), ('service', 0.5), ('bars', 0.25000000000000006)]",4.5
1610,SpringHill Suites Atlanta Buckhead,GA,30326,"Hotel,Hotels Motels,Hotels & Motels",Accommodation & Food Services,0.984,The hotel provides free transportation to Phipps Plaza and complimentary breakfast so that was great. Check-in and check-out were super fast and easy (I use the mobile app).,2,"[('hotel', 0.5884924835349545), ('check', 0.3427454870968126), ('shuttle', 0.3427454870968126), ('breakfast', 0.29424624176747727), ('complimentary', 0.29424624176747727)]",4.0
1611,SpringHill Suites Boise,ID,83713-1729,"Hotel,Hotels Motels,Hotels-Apartment,Corporate Lodging,Hotel and Resort,Hotels,Hotels & Motels,Lodging,Motels",Accommodation & Food Services,0.9382,"Always a great experience, they let me check in early, rooms are comfortable and spacious and the breakfast is great. It is a great location and the hotel staff will drop off at most locations within Boise.",1,"[('great', 0.5303300858899106), ('boise', 0.35355339059327373), ('attends', 0.17677669529663687), ('breakfast', 0.17677669529663687), ('check', 0.17677669529663687)]",5.0
1612,SpringHill Suites Boise Parkcenter,ID,83706,"Hotels,Lodging,Motels,Corporate Lodging,Hotels-Apartment,Hotel,Hotels Motels",Accommodation & Food Services,0.9854,"The breakfast area was always clean and the breakfast area manager was obviously well liked by the repeat business customers as well as us. I have a very picky family, when it comes to hotels, and this hotel delivered.",3,"[('family', 0.4823122148558693), ('hotel', 0.4554354915677076), ('area', 0.43556525280948943), ('breakfast', 0.43556525280948943), ('check', 0.41825167162238874)]",5.0
1613,SpringHill Suites Chesapeake Greenbrier,VA,23320,"Hotels,Lodging,Motels,Hotel",Accommodation & Food Services,0.9309,"My only complaint...where is the hot tub I was so looking forward to a hot soak after my intense workout in the Fitness center. The Fitness center is open 24 hours, while the pool is available from 6am to 10pm.",1,"[('awesome', 0.34299717028501764), ('center', 0.34299717028501764), ('fitness', 0.34299717028501764), ('hot', 0.34299717028501764), ('10pm', 0.17149858514250882)]",4.0
1614,SpringHill Suites Coeur d'Alene,ID,83814,"Hotels,Lodging,Coeur D'alene Hotels,Motels,Hotel",Accommodation & Food Services,0.9926,"we had a big family room on the first floor-- 2 queen beds, very nice bathroom and big closet! Great location - very close to the freeway and conveniently located to the restaurants.",3,"[('room', 0.5928910674447547), ('great', 0.44586658541431734), ('home', 0.4162691446085923), ('big', 0.37812640635696454), ('staff', 0.3531440333380538)]",5.0
1615,SpringHill Suites Denver North/Westminster,CO,80021,"Hotel,Hotels,Motels",Accommodation & Food Services,0.9967,"Eggs, sausage/bacon, waffles (either with syrup or strawberries and cream), yogurt, cereal, muffins, bagels, fruit. The beds are comfortable, the rooms are all suites, the showers have great water pressure and temperature.",6,"[('good', 0.624822947653113), ('hotel', 0.525177309173837), ('night', 0.525177309173837), ('team', 0.49980914479994426), ('nice', 0.4612210745113854)]",4.17
1616,SpringHill Suites Lafayette South at River Ranch,LA,70508,"Hotels,Lodging,Motels,Hotels and motels,Hotel and motel reservations,Hotel,Hotels Motels,Travel and Tourism",Accommodation & Food Services,0.0355,"I was involved in setting up reservations for a group at this hotel, direct bill was required as well as particular room requests. I was unable to travel with the group, but I have heard nothing but good things regarding the groups...",1,"[('group', 0.3592106040535498), ('david', 0.1796053020267749), ('direct', 0.1796053020267749), ('director', 0.1796053020267749), ('extremely', 0.1796053020267749)]",5.0
